date,time,id,m_20,m_25,f_20,f_25
20211025,1,11110560,572.1491,526.3078,575.3586,502.4616
20211025,1,11110550,500.1073,426.0364,455.0364,460.1062
20211025,1,11110515,667.861,609.6127,432.0088,492.4634
20211025,1,11110540,288.1131,94.7925,93.6523,101.5765
20211025,1,11110530,225.345,422.5517,340.6926,408.1043
20211025,1,11110600,175.5336,124.9935,159.0158,106.6749
20211025,1,11140580,541.363,505.5787,637.1145,445.9639
20211025,1,11110670,269.9157,282.7562,259.9984,263.9389
20211025,1,11110580,136.2109,231.2508,299.6107,248.3367
20211025,1,11110650,1835.2073,1637.8225,3211.3949,1398.5905
20211025,1,11110615,842.2933,1095.9155,984.6219,834.0827
20211025,1,11110640,705.6939,827.5941,807.9426,1077.6374
20211025,1,11110630,336.3853,432.2384,358.8268,403.9215
20211025,1,11110700,222.3427,281.1254,353.9346,340.6521
20211025,1,11140570,424.7409,422.1352,547.5998,360.3833
20211025,1,11110690,196.6059,201.3651,226.9649,222.7631
20211025,1,11110680,431.0096,384.0421,629.644,409.459
20211025,1,11140550,228.2208,395.6615,425.7798,404.5641
